index,file,true_class_idx,true_class_name,pred_class_idx,pred_class_name,true_confidence,pred_confidence
19121,ILSVRC2012_val_00019122.JPEG,792,shovel,690,oxcart,0.0021,0.1164
19124,ILSVRC2012_val_00019125.JPEG,852,tennis_ball,472,canoe,0.0,0.5134
19125,ILSVRC2012_val_00019126.JPEG,591,handkerchief,868,tray,0.0238,0.7488
19129,ILSVRC2012_val_00019130.JPEG,152,Japanese_spaniel,200,Tibetan_terrier,0.1468,0.5709
19131,ILSVRC2012_val_00019132.JPEG,369,siamang,381,spider_monkey,0.1124,0.1472
19132,ILSVRC2012_val_00019133.JPEG,887,vestment,689,overskirt,0.0232,0.5288
19134,ILSVRC2012_val_00019135.JPEG,648,medicine_chest,478,carton,0.0478,0.2942
19136,ILSVRC2012_val_00019137.JPEG,491,chain_saw,642,marimba,0.0043,0.1497
19137,ILSVRC2012_val_00019138.JPEG,210,German_short-haired_pointer,676,muzzle,0.0567,0.2275
19140,ILSVRC2012_val_00019141.JPEG,610,jersey,721,pillow,0.119,0.3442
19142,ILSVRC2012_val_00019143.JPEG,512,corkscrew,587,hammer,0.1193,0.4014
19143,ILSVRC2012_val_00019144.JPEG,481,cassette,709,pencil_box,0.0115,0.3081
19144,ILSVRC2012_val_00019145.JPEG,323,monarch,488,chain,0.0097,0.1578
19147,ILSVRC2012_val_00019148.JPEG,56,king_snake,45,Gila_monster,0.0045,0.2815
19149,ILSVRC2012_val_00019150.JPEG,731,plunger,523,crutch,0.0029,0.6491
19150,ILSVRC2012_val_00019151.JPEG,316,cicada,308,fly,0.4059,0.4168
19153,ILSVRC2012_val_00019154.JPEG,907,wine_bottle,878,typewriter_keyboard,0.0017,0.5732
19154,ILSVRC2012_val_00019155.JPEG,230,Shetland_sheepdog,261,keeshond,0.002,0.7503
19155,ILSVRC2012_val_00019156.JPEG,765,rocking_chair,697,pajama,0.0245,0.2561
19159,ILSVRC2012_val_00019160.JPEG,967,espresso,966,red_wine,0.1162,0.2121
19160,ILSVRC2012_val_00019161.JPEG,662,modem,563,fountain_pen,0.1328,0.138
19161,ILSVRC2012_val_00019162.JPEG,206,curly-coated_retriever,210,German_short-haired_pointer,0.0541,0.8316
19165,ILSVRC2012_val_00019166.JPEG,810,space_bar,878,typewriter_keyboard,0.4735,0.4776
19166,ILSVRC2012_val_00019167.JPEG,606,iron,662,modem,0.2105,0.3142
19175,ILSVRC2012_val_00019176.JPEG,689,overskirt,794,shower_curtain,0.0043,0.6761
19176,ILSVRC2012_val_00019177.JPEG,477,carpenter's_kit,886,vending_machine,0.008,0.5032
19177,ILSVRC2012_val_00019178.JPEG,639,maillot,638,maillot,0.0875,0.5906
19182,ILSVRC2012_val_00019183.JPEG,302,ground_beetle,303,long-horned_beetle,0.0383,0.384
19187,ILSVRC2012_val_00019188.JPEG,501,cloak,869,trench_coat,0.0418,0.2281
19191,ILSVRC2012_val_00019192.JPEG,982,groom,808,sombrero,0.0021,0.2416
19192,ILSVRC2012_val_00019193.JPEG,445,bikini,842,swimming_trunks,0.0217,0.3362
19194,ILSVRC2012_val_00019195.JPEG,546,electric_guitar,413,assault_rifle,0.0276,0.1335
19195,ILSVRC2012_val_00019196.JPEG,997,bolete,245,French_bulldog,0.0283,0.3054
19196,ILSVRC2012_val_00019197.JPEG,406,altar,642,marimba,0.0222,0.2852
19200,ILSVRC2012_val_00019201.JPEG,898,water_bottle,480,cash_machine,0.0026,0.1479
19201,ILSVRC2012_val_00019202.JPEG,307,weevil,310,ant,0.0942,0.2972
19203,ILSVRC2012_val_00019204.JPEG,65,sea_snake,977,sandbar,0.0776,0.2886
19210,ILSVRC2012_val_00019211.JPEG,79,centipede,27,eft,0.0055,0.9924
19211,ILSVRC2012_val_00019212.JPEG,207,golden_retriever,202,soft-coated_wheaten_terrier,0.2866,0.4059
19216,ILSVRC2012_val_00019217.JPEG,648,medicine_chest,532,dining_table,0.1115,0.157
19220,ILSVRC2012_val_00019221.JPEG,961,dough,809,soup_bowl,0.0414,0.3358
19221,ILSVRC2012_val_00019222.JPEG,279,Arctic_fox,383,Madagascar_cat,0.0434,0.3866
19222,ILSVRC2012_val_00019223.JPEG,797,sleeping_bag,672,mountain_tent,0.0473,0.9213
19223,ILSVRC2012_val_00019224.JPEG,457,bow_tie,834,suit,0.0096,0.165
19226,ILSVRC2012_val_00019227.JPEG,699,panpipe,645,maypole,0.0015,0.1429
19227,ILSVRC2012_val_00019228.JPEG,486,cello,683,oboe,0.0089,0.3632
19229,ILSVRC2012_val_00019230.JPEG,806,sock,496,Christmas_stocking,0.0077,0.3924
19237,ILSVRC2012_val_00019238.JPEG,460,breakwater,978,seashore,0.0202,0.303
19239,ILSVRC2012_val_00019240.JPEG,529,diaper,435,bathtub,0.014,0.1106
19240,ILSVRC2012_val_00019241.JPEG,163,bloodhound,161,basset,0.0014,0.8561
19243,ILSVRC2012_val_00019244.JPEG,885,velvet,400,academic_gown,0.0109,0.7226
19244,ILSVRC2012_val_00019245.JPEG,314,cockroach,674,mousetrap,0.0,0.3859
19245,ILSVRC2012_val_00019246.JPEG,914,yawl,536,dock,0.0029,0.7961
19246,ILSVRC2012_val_00019247.JPEG,935,mashed_potato,965,burrito,0.1601,0.2641
19248,ILSVRC2012_val_00019249.JPEG,733,pole,863,totem_pole,0.098,0.556
19251,ILSVRC2012_val_00019252.JPEG,280,grey_fox,271,red_wolf,0.0448,0.4627
19252,ILSVRC2012_val_00019253.JPEG,949,strawberry,954,banana,0.0034,0.5182
19254,ILSVRC2012_val_00019255.JPEG,639,maillot,445,bikini,0.1159,0.1341
19259,ILSVRC2012_val_00019260.JPEG,380,titi,105,koala,0.0926,0.4127
19260,ILSVRC2012_val_00019261.JPEG,158,toy_terrier,195,Boston_bull,0.1391,0.2119
19261,ILSVRC2012_val_00019262.JPEG,282,tiger_cat,292,tiger,0.0234,0.9735
19263,ILSVRC2012_val_00019264.JPEG,808,sombrero,359,black-footed_ferret,0.0008,0.3656
19265,ILSVRC2012_val_00019266.JPEG,879,umbrella,557,flagpole,0.0876,0.4778
19266,ILSVRC2012_val_00019267.JPEG,235,German_shepherd,225,malinois,0.2594,0.2596
19270,ILSVRC2012_val_00019271.JPEG,505,coffeepot,999,toilet_tissue,0.0333,0.0806
19272,ILSVRC2012_val_00019273.JPEG,832,stupa,517,crane,0.0579,0.1507
19275,ILSVRC2012_val_00019276.JPEG,180,American_Staffordshire_terrier,171,Italian_greyhound,0.1892,0.3566
19277,ILSVRC2012_val_00019278.JPEG,639,maillot,416,balance_beam,0.1684,0.3782
19282,ILSVRC2012_val_00019283.JPEG,162,beagle,161,basset,0.0385,0.5819
19283,ILSVRC2012_val_00019284.JPEG,103,platypus,50,American_alligator,0.1982,0.2202
19286,ILSVRC2012_val_00019287.JPEG,936,head_cabbage,956,custard_apple,0.0249,0.5416
19287,ILSVRC2012_val_00019288.JPEG,759,reflex_camera,836,sunglass,0.0007,0.452
19288,ILSVRC2012_val_00019289.JPEG,701,parachute,900,water_tower,0.0043,0.2756
19291,ILSVRC2012_val_00019292.JPEG,714,pick,433,bathing_cap,0.0452,0.3107
19292,ILSVRC2012_val_00019293.JPEG,389,barracouta,395,gar,0.3076,0.6033
19297,ILSVRC2012_val_00019298.JPEG,655,miniskirt,422,barbell,0.1409,0.1541
19298,ILSVRC2012_val_00019299.JPEG,301,ladybug,989,hip,0.045,0.2478
19299,ILSVRC2012_val_00019300.JPEG,408,amphibian,847,tank,0.185,0.7551
19300,ILSVRC2012_val_00019301.JPEG,740,power_drill,88,macaw,0.0295,0.1181
19301,ILSVRC2012_val_00019302.JPEG,831,studio_couch,520,crib,0.1923,0.3791
19302,ILSVRC2012_val_00019303.JPEG,282,tiger_cat,209,Chesapeake_Bay_retriever,0.0515,0.1256
19304,ILSVRC2012_val_00019305.JPEG,185,Norfolk_terrier,209,Chesapeake_Bay_retriever,0.0315,0.7311
19308,ILSVRC2012_val_00019309.JPEG,415,bakery,954,banana,0.0022,0.0633
19309,ILSVRC2012_val_00019310.JPEG,474,cardigan,748,purse,0.0297,0.2795
19313,ILSVRC2012_val_00019314.JPEG,312,cricket,314,cockroach,0.0623,0.8349
19320,ILSVRC2012_val_00019321.JPEG,414,backpack,420,banjo,0.0001,0.0991
19322,ILSVRC2012_val_00019323.JPEG,601,hoopskirt,869,trench_coat,0.1682,0.1843
19324,ILSVRC2012_val_00019325.JPEG,256,Newfoundland,224,groenendael,0.1131,0.5367
19325,ILSVRC2012_val_00019326.JPEG,588,hamper,790,shopping_basket,0.2772,0.6204
19326,ILSVRC2012_val_00019327.JPEG,193,Australian_terrier,185,Norfolk_terrier,0.1043,0.1802
19330,ILSVRC2012_val_00019331.JPEG,497,church,538,dome,0.0517,0.2998
19334,ILSVRC2012_val_00019335.JPEG,367,chimpanzee,363,armadillo,0.0404,0.4557
19335,ILSVRC2012_val_00019336.JPEG,362,badger,336,marmot,0.2757,0.3236
19336,ILSVRC2012_val_00019337.JPEG,543,dumbbell,918,crossword_puzzle,0.0304,0.1667
19343,ILSVRC2012_val_00019344.JPEG,349,bighorn,372,baboon,0.0598,0.2575
19346,ILSVRC2012_val_00019347.JPEG,504,coffee_mug,560,football_helmet,0.0031,0.2372
19349,ILSVRC2012_val_00019350.JPEG,810,space_bar,918,crossword_puzzle,0.1094,0.5844
19353,ILSVRC2012_val_00019354.JPEG,871,trimaran,484,catamaran,0.2916,0.4905
19355,ILSVRC2012_val_00019356.JPEG,173,Ibizan_hound,172,whippet,0.0036,0.5387
19356,ILSVRC2012_val_00019357.JPEG,304,leaf_beetle,314,cockroach,0.0203,0.4735
19357,ILSVRC2012_val_00019358.JPEG,499,cleaver,738,pot,0.0039,0.3919
19361,ILSVRC2012_val_00019362.JPEG,338,guinea_pig,154,Pekinese,0.0071,0.3193
19362,ILSVRC2012_val_00019363.JPEG,413,assault_rifle,764,rifle,0.2595,0.7211
19363,ILSVRC2012_val_00019364.JPEG,237,miniature_pinscher,168,redbone,0.0125,0.3983
19365,ILSVRC2012_val_00019366.JPEG,176,Saluki,268,Mexican_hairless,0.0114,0.4631
19367,ILSVRC2012_val_00019368.JPEG,118,Dungeness_crab,926,hot_pot,0.0122,0.6022
19368,ILSVRC2012_val_00019369.JPEG,397,puffer,445,bikini,0.0001,0.1103
19370,ILSVRC2012_val_00019371.JPEG,775,sarong,669,mosquito_net,0.0006,0.7651
19373,ILSVRC2012_val_00019374.JPEG,791,shopping_cart,865,toyshop,0.0003,0.2938
19374,ILSVRC2012_val_00019375.JPEG,558,flute,667,mortarboard,0.0039,0.2212
19375,ILSVRC2012_val_00019376.JPEG,854,theater_curtain,498,cinema,0.0005,0.3807
19377,ILSVRC2012_val_00019378.JPEG,449,boathouse,975,lakeside,0.1787,0.5673
19378,ILSVRC2012_val_00019379.JPEG,797,sleeping_bag,824,stole,0.0007,0.3301
19380,ILSVRC2012_val_00019381.JPEG,332,Angora,132,American_egret,0.0599,0.2792
19386,ILSVRC2012_val_00019387.JPEG,768,rugby_ball,665,moped,0.1762,0.3026
19391,ILSVRC2012_val_00019392.JPEG,637,mailbox,507,combination_lock,0.024,0.6391
19394,ILSVRC2012_val_00019395.JPEG,572,goblet,747,punching_bag,0.0041,0.1878
19397,ILSVRC2012_val_00019398.JPEG,600,hook,417,balloon,0.004,0.9049
19401,ILSVRC2012_val_00019402.JPEG,151,Chihuahua,192,cairn,0.1,0.2259
19402,ILSVRC2012_val_00019403.JPEG,397,puffer,64,green_mamba,0.0057,0.2972
19403,ILSVRC2012_val_00019404.JPEG,797,sleeping_bag,728,plastic_bag,0.0533,0.0986
19405,ILSVRC2012_val_00019406.JPEG,994,stinkhorn,947,mushroom,0.0096,0.467
19406,ILSVRC2012_val_00019407.JPEG,623,letter_opener,571,gas_pump,0.0,0.1776
19407,ILSVRC2012_val_00019408.JPEG,805,soccer_ball,35,mud_turtle,0.0492,0.1486
19408,ILSVRC2012_val_00019409.JPEG,2,great_white_shark,148,killer_whale,0.0887,0.4815
19410,ILSVRC2012_val_00019411.JPEG,793,shower_cap,982,groom,0.0016,0.1268
19411,ILSVRC2012_val_00019412.JPEG,698,palace,483,castle,0.3169,0.5135
19421,ILSVRC2012_val_00019422.JPEG,996,hen-of-the-woods,121,king_crab,0.0491,0.3814
19423,ILSVRC2012_val_00019424.JPEG,3,tiger_shark,2,great_white_shark,0.1793,0.285
19425,ILSVRC2012_val_00019426.JPEG,752,racket,877,turnstile,0.0346,0.2603
19428,ILSVRC2012_val_00019429.JPEG,99,goose,71,scorpion,0.0803,0.2557
19430,ILSVRC2012_val_00019431.JPEG,719,piggy_bank,684,ocarina,0.2086,0.2159
19433,ILSVRC2012_val_00019434.JPEG,773,saltshaker,633,loupe,0.083,0.578
19436,ILSVRC2012_val_00019437.JPEG,651,microwave,892,wall_clock,0.0825,0.1769
19437,ILSVRC2012_val_00019438.JPEG,706,patio,855,thimble,0.0006,0.1511
19438,ILSVRC2012_val_00019439.JPEG,288,leopard,293,cheetah,0.0819,0.8664
19439,ILSVRC2012_val_00019440.JPEG,912,worm_fence,716,picket_fence,0.307,0.6158
19440,ILSVRC2012_val_00019441.JPEG,615,knee_pad,608,jean,0.0069,0.1873
19441,ILSVRC2012_val_00019442.JPEG,782,screen,688,oscilloscope,0.026,0.3488
19448,ILSVRC2012_val_00019449.JPEG,220,Sussex_spaniel,163,bloodhound,0.0502,0.1531
19449,ILSVRC2012_val_00019450.JPEG,402,acoustic_guitar,14,indigo_bunting,0.0014,0.1019
19450,ILSVRC2012_val_00019451.JPEG,378,capuchin,377,marmoset,0.2216,0.3013
19452,ILSVRC2012_val_00019453.JPEG,948,Granny_Smith,943,cucumber,0.2101,0.2521
19453,ILSVRC2012_val_00019454.JPEG,589,hand_blower,726,plane,0.0008,0.1323
19454,ILSVRC2012_val_00019455.JPEG,635,magnetic_compass,778,scale,0.0155,0.7038
19457,ILSVRC2012_val_00019458.JPEG,730,plow,703,park_bench,0.0439,0.123
19460,ILSVRC2012_val_00019461.JPEG,112,conch,988,acorn,0.0659,0.0715
19461,ILSVRC2012_val_00019462.JPEG,165,black-and-tan_coonhound,236,Doberman,0.1263,0.6756
19462,ILSVRC2012_val_00019463.JPEG,616,knot,970,alp,0.0164,0.2984
19463,ILSVRC2012_val_00019464.JPEG,254,pug,202,soft-coated_wheaten_terrier,0.006,0.7208
19464,ILSVRC2012_val_00019465.JPEG,707,pay-phone,424,barbershop,0.1583,0.2379
19465,ILSVRC2012_val_00019466.JPEG,762,restaurant,624,library,0.0109,0.6272
19468,ILSVRC2012_val_00019469.JPEG,378,capuchin,379,howler_monkey,0.0486,0.6554
19469,ILSVRC2012_val_00019470.JPEG,488,chain,679,necklace,0.3316,0.5511
19472,ILSVRC2012_val_00019473.JPEG,965,burrito,933,cheeseburger,0.1131,0.1535
19475,ILSVRC2012_val_00019476.JPEG,104,wallaby,815,spider_web,0.0071,0.1387
19476,ILSVRC2012_val_00019477.JPEG,441,beer_glass,572,goblet,0.0607,0.1569
19479,ILSVRC2012_val_00019480.JPEG,280,grey_fox,269,timber_wolf,0.1132,0.4796
19481,ILSVRC2012_val_00019482.JPEG,480,cash_machine,605,iPod,0.1603,0.498
19482,ILSVRC2012_val_00019483.JPEG,947,mushroom,997,bolete,0.0256,0.9709
19487,ILSVRC2012_val_00019488.JPEG,171,Italian_greyhound,209,Chesapeake_Bay_retriever,0.0343,0.2592
19488,ILSVRC2012_val_00019489.JPEG,391,coho,61,boa_constrictor,0.0851,0.2338
19489,ILSVRC2012_val_00019490.JPEG,539,doormat,281,tabby,0.0028,0.3937
19492,ILSVRC2012_val_00019493.JPEG,533,dishrag,611,jigsaw_puzzle,0.0026,0.6043
19498,ILSVRC2012_val_00019499.JPEG,915,yurt,619,lampshade,0.1253,0.3031
19499,ILSVRC2012_val_00019500.JPEG,197,giant_schnauzer,183,Kerry_blue_terrier,0.1387,0.3668
19500,ILSVRC2012_val_00019501.JPEG,530,digital_clock,409,analog_clock,0.0,0.714
19501,ILSVRC2012_val_00019502.JPEG,884,vault,538,dome,0.014,0.1592
19502,ILSVRC2012_val_00019503.JPEG,878,typewriter_keyboard,810,space_bar,0.2766,0.7215
19504,ILSVRC2012_val_00019505.JPEG,666,mortar,587,hammer,0.0101,0.4673
19505,ILSVRC2012_val_00019506.JPEG,538,dome,698,palace,0.0593,0.488
19511,ILSVRC2012_val_00019512.JPEG,125,hermit_crab,961,dough,0.0135,0.5038
19512,ILSVRC2012_val_00019513.JPEG,671,mountain_bike,471,cannon,0.1157,0.3103
19515,ILSVRC2012_val_00019516.JPEG,395,gar,390,eel,0.1107,0.1937
19519,ILSVRC2012_val_00019520.JPEG,666,mortar,831,studio_couch,0.0291,0.0856
19520,ILSVRC2012_val_00019521.JPEG,888,viaduct,425,barn,0.1412,0.2907
19522,ILSVRC2012_val_00019523.JPEG,997,bolete,533,dishrag,0.0025,0.5598
19524,ILSVRC2012_val_00019525.JPEG,676,muzzle,225,malinois,0.0033,0.134
19525,ILSVRC2012_val_00019526.JPEG,557,flagpole,682,obelisk,0.2234,0.66
19528,ILSVRC2012_val_00019529.JPEG,504,coffee_mug,968,cup,0.2149,0.4704
19530,ILSVRC2012_val_00019531.JPEG,5,electric_ray,3,tiger_shark,0.054,0.803
19531,ILSVRC2012_val_00019532.JPEG,409,analog_clock,487,cellular_telephone,0.0028,0.1759
19532,ILSVRC2012_val_00019533.JPEG,335,fox_squirrel,331,hare,0.1505,0.4494
19534,ILSVRC2012_val_00019535.JPEG,238,Greater_Swiss_Mountain_dog,209,Chesapeake_Bay_retriever,0.0801,0.3324
19536,ILSVRC2012_val_00019537.JPEG,748,purse,796,ski_mask,0.0797,0.2271
19539,ILSVRC2012_val_00019540.JPEG,737,pop_bottle,626,lighter,0.0183,0.128
19540,ILSVRC2012_val_00019541.JPEG,623,letter_opener,787,shield,0.0271,0.1698
19541,ILSVRC2012_val_00019542.JPEG,904,window_screen,157,papillon,0.072,0.4266
19543,ILSVRC2012_val_00019544.JPEG,184,Irish_terrier,811,space_heater,0.072,0.1086
19544,ILSVRC2012_val_00019545.JPEG,171,Italian_greyhound,209,Chesapeake_Bay_retriever,0.1066,0.1155
19546,ILSVRC2012_val_00019547.JPEG,35,mud_turtle,36,terrapin,0.112,0.6707
19547,ILSVRC2012_val_00019548.JPEG,384,indri,105,koala,0.0536,0.4632
19551,ILSVRC2012_val_00019552.JPEG,447,binoculars,822,steel_drum,0.0335,0.2133
19552,ILSVRC2012_val_00019553.JPEG,806,sock,658,mitten,0.2339,0.645
19553,ILSVRC2012_val_00019554.JPEG,756,rain_barrel,655,miniskirt,0.0074,0.0684
19556,ILSVRC2012_val_00019557.JPEG,909,wok,519,crate,0.0003,0.7468
19557,ILSVRC2012_val_00019558.JPEG,999,toilet_tissue,610,jersey,0.0263,0.1684
19559,ILSVRC2012_val_00019560.JPEG,35,mud_turtle,103,platypus,0.0717,0.3578
19560,ILSVRC2012_val_00019561.JPEG,77,wolf_spider,677,nail,0.1275,0.5078
19562,ILSVRC2012_val_00019563.JPEG,889,violin,922,menu,0.0062,0.0551
19564,ILSVRC2012_val_00019565.JPEG,435,bathtub,804,soap_dispenser,0.0941,0.1906
19565,ILSVRC2012_val_00019566.JPEG,158,toy_terrier,237,miniature_pinscher,0.0028,0.8785
19569,ILSVRC2012_val_00019570.JPEG,631,lotion,907,wine_bottle,0.0538,0.156
19571,ILSVRC2012_val_00019572.JPEG,774,sandal,608,jean,0.0051,0.0832
19572,ILSVRC2012_val_00019573.JPEG,698,palace,483,castle,0.3731,0.4222
19573,ILSVRC2012_val_00019574.JPEG,124,crayfish,76,tarantula,0.0721,0.1606
19578,ILSVRC2012_val_00019579.JPEG,561,forklift,877,turnstile,0.2656,0.4514
19582,ILSVRC2012_val_00019583.JPEG,855,thimble,695,padlock,0.0057,0.0693
19583,ILSVRC2012_val_00019584.JPEG,837,sunglasses,122,American_lobster,0.0114,0.1786
19584,ILSVRC2012_val_00019585.JPEG,880,unicycle,661,Model_T,0.041,0.1508
19587,ILSVRC2012_val_00019588.JPEG,959,carbonara,952,fig,0.0001,0.1794
19588,ILSVRC2012_val_00019589.JPEG,280,grey_fox,272,coyote,0.1697,0.373
19589,ILSVRC2012_val_00019590.JPEG,207,golden_retriever,219,cocker_spaniel,0.0295,0.3924
19591,ILSVRC2012_val_00019592.JPEG,314,cockroach,79,centipede,0.3322,0.388
19593,ILSVRC2012_val_00019594.JPEG,451,bolo_tie,600,hook,0.0636,0.4952
19598,ILSVRC2012_val_00019599.JPEG,473,can_opener,398,abacus,0.0007,0.1603
19599,ILSVRC2012_val_00019600.JPEG,633,loupe,543,dumbbell,0.0059,0.1111
19600,ILSVRC2012_val_00019601.JPEG,882,vacuum,678,neck_brace,0.0612,0.1199
19601,ILSVRC2012_val_00019602.JPEG,676,muzzle,235,German_shepherd,0.0058,0.5094
19604,ILSVRC2012_val_00019605.JPEG,976,promontory,972,cliff,0.4877,0.4975
19608,ILSVRC2012_val_00019609.JPEG,597,holster,464,buckle,0.1199,0.1656
19610,ILSVRC2012_val_00019611.JPEG,681,notebook,508,computer_keyboard,0.1248,0.3398
19616,ILSVRC2012_val_00019617.JPEG,337,beaver,336,marmot,0.0021,0.9608
19623,ILSVRC2012_val_00019624.JPEG,780,schooner,914,yawl,0.0704,0.9156
19625,ILSVRC2012_val_00019626.JPEG,238,Greater_Swiss_Mountain_dog,239,Bernese_mountain_dog,0.0075,0.9399
19626,ILSVRC2012_val_00019627.JPEG,908,wing,124,crayfish,0.1425,0.2974
19633,ILSVRC2012_val_00019634.JPEG,600,hook,118,Dungeness_crab,0.0022,0.1496
19637,ILSVRC2012_val_00019638.JPEG,572,goblet,577,gong,0.0786,0.1954
19638,ILSVRC2012_val_00019639.JPEG,175,otterhound,170,Irish_wolfhound,0.1398,0.273
19643,ILSVRC2012_val_00019644.JPEG,655,miniskirt,765,rocking_chair,0.0045,0.0889
19644,ILSVRC2012_val_00019645.JPEG,504,coffee_mug,666,mortar,0.0117,0.3647
19646,ILSVRC2012_val_00019647.JPEG,511,convertible,817,sports_car,0.066,0.2514
19647,ILSVRC2012_val_00019648.JPEG,438,beaker,441,beer_glass,0.0026,0.2305
19649,ILSVRC2012_val_00019650.JPEG,424,barbershop,582,grocery_store,0.0798,0.3969
19650,ILSVRC2012_val_00019651.JPEG,330,wood_rabbit,331,hare,0.4379,0.5562
19651,ILSVRC2012_val_00019652.JPEG,48,Komodo_dragon,39,common_iguana,0.1463,0.4085
19655,ILSVRC2012_val_00019656.JPEG,771,safe,673,mouse,0.001,0.2914
19658,ILSVRC2012_val_00019659.JPEG,562,fountain,634,lumbermill,0.0006,0.6774
19660,ILSVRC2012_val_00019661.JPEG,910,wooden_spoon,618,ladle,0.0767,0.206
19661,ILSVRC2012_val_00019662.JPEG,730,plow,483,castle,0.0269,0.0971
19663,ILSVRC2012_val_00019664.JPEG,324,cabbage_butterfly,985,daisy,0.1499,0.641
19665,ILSVRC2012_val_00019666.JPEG,974,geyser,554,fireboat,0.4195,0.5241
19667,ILSVRC2012_val_00019668.JPEG,534,dishwasher,527,desktop_computer,0.0016,0.3658
19668,ILSVRC2012_val_00019669.JPEG,60,night_snake,406,altar,0.0,0.171
19671,ILSVRC2012_val_00019672.JPEG,391,coho,758,reel,0.1009,0.6197
19673,ILSVRC2012_val_00019674.JPEG,618,ladle,488,chain,0.0003,0.139
19675,ILSVRC2012_val_00019676.JPEG,842,swimming_trunks,411,apron,0.0955,0.3223
19678,ILSVRC2012_val_00019679.JPEG,453,bookcase,548,entertainment_center,0.0199,0.4063
19680,ILSVRC2012_val_00019681.JPEG,342,wild_boar,223,schipperke,0.2133,0.2337
19682,ILSVRC2012_val_00019683.JPEG,240,Appenzeller,239,Bernese_mountain_dog,0.0633,0.3987
19684,ILSVRC2012_val_00019685.JPEG,487,cellular_telephone,622,lens_cap,0.1616,0.6027
19685,ILSVRC2012_val_00019686.JPEG,678,neck_brace,929,ice_lolly,0.0027,0.1258
19686,ILSVRC2012_val_00019687.JPEG,608,jean,280,grey_fox,0.0004,0.2489
19688,ILSVRC2012_val_00019689.JPEG,969,eggnog,760,refrigerator,0.1802,0.3347
19689,ILSVRC2012_val_00019690.JPEG,642,marimba,917,comic_book,0.0007,0.3933
19690,ILSVRC2012_val_00019691.JPEG,395,gar,801,snorkel,0.0003,0.4143
19691,ILSVRC2012_val_00019692.JPEG,642,marimba,558,flute,0.0027,0.041
19692,ILSVRC2012_val_00019693.JPEG,624,library,411,apron,0.0734,0.4695
19693,ILSVRC2012_val_00019694.JPEG,880,unicycle,701,parachute,0.0492,0.3821
19695,ILSVRC2012_val_00019696.JPEG,355,llama,270,white_wolf,0.0908,0.1036
19696,ILSVRC2012_val_00019697.JPEG,787,shield,907,wine_bottle,0.0014,0.4633
19697,ILSVRC2012_val_00019698.JPEG,128,black_stork,127,white_stork,0.1312,0.385
19698,ILSVRC2012_val_00019699.JPEG,999,toilet_tissue,887,vestment,0.0057,0.2456
19700,ILSVRC2012_val_00019701.JPEG,479,car_wheel,817,sports_car,0.0191,0.5883
19701,ILSVRC2012_val_00019702.JPEG,187,Yorkshire_terrier,201,silky_terrier,0.1978,0.2259
19708,ILSVRC2012_val_00019709.JPEG,52,thunder_snake,57,garter_snake,0.119,0.5892
19709,ILSVRC2012_val_00019710.JPEG,29,axolotl,39,common_iguana,0.0305,0.1571
19710,ILSVRC2012_val_00019711.JPEG,497,church,536,dock,0.0112,0.1526
19711,ILSVRC2012_val_00019712.JPEG,233,Bouvier_des_Flandres,224,groenendael,0.037,0.5452
19716,ILSVRC2012_val_00019717.JPEG,630,Loafer,666,mortar,0.0148,0.4159
19719,ILSVRC2012_val_00019720.JPEG,456,bow,621,lawn_mower,0.0151,0.6121
19722,ILSVRC2012_val_00019723.JPEG,859,toaster,935,mashed_potato,0.0112,0.19
19723,ILSVRC2012_val_00019724.JPEG,560,football_helmet,642,marimba,0.0001,0.2992
19724,ILSVRC2012_val_00019725.JPEG,468,cab,685,odometer,0.0071,0.3551
19725,ILSVRC2012_val_00019726.JPEG,736,pool_table,264,Cardigan,0.0005,0.1492
19727,ILSVRC2012_val_00019728.JPEG,273,dingo,253,basenji,0.063,0.5851
19732,ILSVRC2012_val_00019733.JPEG,849,teapot,397,puffer,0.0014,0.1021
19737,ILSVRC2012_val_00019738.JPEG,289,snow_leopard,41,whiptail,0.1082,0.2946
19741,ILSVRC2012_val_00019742.JPEG,989,hip,949,strawberry,0.4296,0.5167
19746,ILSVRC2012_val_00019747.JPEG,193,Australian_terrier,187,Yorkshire_terrier,0.3026,0.3494
19750,ILSVRC2012_val_00019751.JPEG,680,nipple,419,Band_Aid,0.3772,0.4083
19753,ILSVRC2012_val_00019754.JPEG,949,strawberry,989,hip,0.2655,0.6902
19755,ILSVRC2012_val_00019756.JPEG,641,maraca,697,pajama,0.0285,0.5794
19756,ILSVRC2012_val_00019757.JPEG,248,Eskimo_dog,249,malamute,0.3048,0.4232
19757,ILSVRC2012_val_00019758.JPEG,733,pole,446,binder,0.0058,0.0772
19758,ILSVRC2012_val_00019759.JPEG,179,Staffordshire_bullterrier,180,American_Staffordshire_terrier,0.0444,0.6393
19760,ILSVRC2012_val_00019761.JPEG,674,mousetrap,464,buckle,0.0108,0.1836
19761,ILSVRC2012_val_00019762.JPEG,775,sarong,697,pajama,0.0493,0.3506
19772,ILSVRC2012_val_00019773.JPEG,906,Windsor_tie,529,diaper,0.0209,0.1026
19773,ILSVRC2012_val_00019774.JPEG,677,nail,792,shovel,0.0011,0.29
19774,ILSVRC2012_val_00019775.JPEG,766,rotisserie,730,plow,0.0082,0.3245
19775,ILSVRC2012_val_00019776.JPEG,647,measuring_cup,463,bucket,0.0066,0.5521
